frame_idx,led_1_status,led_2_status,0_x,0_y,1_x,1_y,2_x,2_y,3_x,3_y,4_x,4_y,5_x,5_y
10,0,0,609,226,101,112,366,43,92,2,221,203,410,0
11,0,0,621,228,97,113,375,45,102,4,214,202,410,0
12,0,0,618,227,97,112,370,46,101,3,225,203,412,0
13,0,0,613,226,99,116,367,45,99,1,219,201,413,0
14,0,0,607,224,102,116,363,43,98,0,216,199,414,0
15,0,0,603,223,106,121,358,44,97,1,212,198,417,0
16,0,0,600,222,108,125,354,44,97,1,208,197,416,0
17,0,0,595,221,110,130,348,43,98,1,207,199,413,-1
18,0,0,591,220,113,133,345,42,99,1,203,198,79,2
19,0,0,587,219,115,139,342,41,99,0,198,196,80,2
20,0,0,583,218,117,143,338,40,101,0,194,194,80,3
21,0,0,578,216,119,148,334,39,101,0,191,192,81,4
22,0,0,573,215,122,152,331,38,101,0,190,192,82,4
23,0,0,570,216,120,155,326,36,101,0,190,191,82,4
24,0,0,565,217,125,160,325,34,100,0,190,191,81,7
25,0,0,560,216,127,165,320,35,100,0,190,191,81,8
26,0,0,556,215,130,170,316,34,100,-1,187,190,82,10
27,0,0,549,216,132,173,313,32,176,175,186,188,83,11
28,0,0,543,215,134,178,310,32,172,171,187,184,86,12
29,0,0,538,215,135,182,306,31,87,14,177,174,403,3
30,0,0,532,215,136,187,303,29,91,13,173,169,402,3
31,0,0,525,216,136,192,299,26,97,17,173,166,401,4
32,0,0,521,216,138,190,295,26,141,207,170,162,400,5
33,0,0,516,216,140,195,292,24,143,212,167,155,398,6
34,0,0,510,218,142,200,291,24,145,216,164,151,407,4
35,0,0,504,218,146,204,292,25,149,221,160,146,407,5
36,0,0,500,219,150,208,292,22,154,225,156,139,407,6
37,0,0,495,218,152,211,293,20,156,227,153,134,407,7
38,0,0,489,219,154,212,293,20,158,228,148,128,406,9
39,0,0,485,219,158,222,293,20,48,4,144,123,405,11
40,0,0,480,220,162,223,293,20,47,5,140,117,405,12
41,0,0,475,220,165,222,294,22,57,3,135,111,405,15
42,0,0,469,220,169,223,296,21,52,2,129,104,405,17
43,0,0,467,220,172,224,296,21,50,1,126,98,405,20
44,0,0,461,220,173,225,296,21,34,1,122,93,404,23
45,0,0,457,220,176,225,296,20,33,2,120,89,404,26
46,0,0,450,220,179,227,296,20,34,3,117,83,403,28
47,0,0,448,220,181,227,294,20,36,5,114,79,404,30
48,0,0,443,220,182,227,293,20,35,6,110,75,404,26
49,0,0,439,219,185,228,292,21,49,3,106,70,405,28
50,0,0,435,218,188,229,299,27,51,3,103,67,405,32
51,0,0,431,217,192,229,298,27,45,5,98,62,404,35
52,0,0,427,217,195,228,295,27,38,10,94,57,404,35
53,0,0,422,216,198,227,294,26,37,11,91,54,404,36
54,0,0,418,215,202,227,293,26,39,12,87,49,404,36
55,0,0,412,214,204,226,288,22,39,14,85,45,404,36
56,0,0,410,212,208,225,286,20,39,16,83,42,403,37
57,0,1,405,214,214,225,285,18,45,11,83,41,402,38
58,0,1,401,214,217,224,281,18,35,21,84,41,401,40
59,0,1,396,214,223,224,279,15,34,22,84,41,402,42
60,0,1,393,213,226,226,278,14,34,15,84,42,403,43
61,0,1,388,213,229,225,277,13,33,16,85,42,403,45
62,0,1,385,213,233,225,277,14,33,19,86,40,402,46
63,0,1,381,212,238,225,277,13,32,25,87,40,400,46
64,0,1,375,209,242,224,277,14,29,27,87,40,401,46
65,0,1,371,207,244,223,276,14,28,28,88,39,401,46
66,0,1,368,205,249,223,275,14,28,31,92,41,401,46
67,0,1,364,203,251,222,273,14,26,35,94,38,401,46
68,0,1,362,202,253,222,271,14,27,37,96,33,401,47
69,0,1,360,200,255,222,270,14,23,42,98,31,402,47
70,0,1,358,198,257,221,266,14,22,44,99,29,403,47
71,0,1,354,195,259,221,262,14,20,49,99,22,404,48
72,0,1,351,190,260,221,260,14,17,53,100,23,405,49
73,0,1,349,187,260,221,259,14,15,56,101,25,406,49
74,0,1,347,185,261,221,259,13,12,60,97,28,406,50
75,0,1,346,186,262,222,257,12,11,65,92,28,406,52
76,0,1,345,185,266,223,254,10,13,62,88,29,405,53
77,0,1,342,183,271,224,253,10,11,64,81,30,407,54
78,0,1,341,182,275,223,252,9,7,67,72,30,407,55
79,0,1,338,181,279,226,251,6,7,67,63,29,408,56
80,0,1,333,179,281,229,252,6,7,67,58,26,410,60
81,0,1,328,176,284,231,244,-3,7,68,56,25,410,62
82,0,1,326,173,286,231,412,72,1,63,56,25,410,58
83,0,1,329,174,287,231,413,74,308,159,54,24,411,60
84,0,1,326,172,288,231,305,156,11,93,43,20,412,68
85,0,1,323,169,288,231,302,154,12,97,33,13,412,70
86,0,1,319,166,289,233,299,152,17,98,36,12,413,73
87,0,1,310,160,289,232,222,1,21,97,31,11,414,75
88,0,1,306,157,292,232,213,0,28,98,31,11,416,77
89,0,1,300,152,297,233,208,1,31,102,30,11,416,79
90,0,1,297,150,300,232,211,3,34,104,28,11,417,81
91,0,1,292,146,304,232,222,5,28,97,28,10,417,82
92,0,1,287,144,308,232,228,8,30,98,27,10,418,84
93,0,1,284,141,311,232,235,9,33,101,23,9,420,88
94,0,1,281,140,315,232,238,10,35,103,19,7,421,90
95,0,1,278,139,322,229,242,10,36,105,15,6,421,92
96,0,1,273,138,327,229,243,12,35,107,9,6,422,94
97,0,1,269,136,334,228,243,13,35,107,10,5,423,97
98,0,1,266,135,338,227,244,16,36,105,10,5,424,100
99,0,1,263,134,344,227,246,10,36,105,10,5,424,102
100,0,1,257,134,352,227,246,8,36,105,8,5,425,106
101,0,1,252,133,358,226,246,9,36,105,8,2,426,109
102,0,1,248,131,365,226,246,10,37,105,8,2,426,111
103,0,1,243,131,371,226,246,12,39,106,235,13,427,113
104,0,1,238,129,377,227,248,22,39,109,237,15,425,119
105,0,1,234,128,375,229,249,25,44,110,394,224,427,121
106,0,1,230,126,381,228,250,28,46,114,400,223,427,124
107,0,1,226,127,385,229,252,32,49,116,404,224,428,128
108,0,1,220,126,391,229,254,36,52,117,410,225,429,131
109,0,1,216,126,397,228,257,41,56,122,416,224,429,135
110,0,1,211,126,402,228,255,36,60,126,421,224,431,141
111,0,1,204,127,406,230,258,41,64,130,425,226,433,146
112,0,1,199,126,410,230,260,45,70,136,429,226,435,150
113,0,1,196,125,414,230,263,50,74,141,433,226,435,155
114,0,1,191,127,420,230,267,55,81,144,438,226,436,160
115,0,1,184,127,424,231,269,59,85,147,440,225,435,166
116,0,1,181,127,426,231,272,64,90,150,441,225,437,171
117,0,1,175,126,428,230,274,67,98,153,443,225,437,175
118,0,1,170,126,429,230,277,71,104,153,445,224,437,179
119,0,1,166,124,431,230,279,76,110,154,447,224,437,182
120,0,1,165,124,433,231,281,81,113,154,448,224,437,185
121,0,1,162,122,435,230,282,85,117,155,450,224,437,186
122,0,1,157,120,438,230,284,88,121,157,452,224,436,187
123,0,1,152,117,441,229,287,93,127,161,455,224,436,188
124,0,1,146,114,130,163,289,97,6,143,448,227,436,188
125,0,1,139,110,137,167,292,101,8,144,451,227,437,189
126,0,1,133,106,146,171,294,104,9,146,455,226,437,189
127,0,1,128,103,154,175,296,108,15,147,457,226,437,189
128,0,1,122,100,161,177,297,113,19,150,462,224,437,189
129,0,1,118,97,167,179,298,115,25,154,466,224,437,189
130,0,1,112,94,172,182,299,118,34,157,470,224,437,189
131,0,1,108,91,178,183,301,121,40,162,475,224,437,189
132,0,1,105,89,184,185,302,126,47,166,479,223,438,191
133,0,1,104,88,191,188,305,128,53,170,483,224,438,194
134,0,1,103,87,198,190,305,130,60,176,486,226,438,194
135,0,1,101,83,201,192,305,131,68,182,490,226,439,193
136,0,1,95,78,207,195,307,133,74,187,494,226,440,193
137,0,1,89,75,213,197,306,136,84,190,498,226,440,193
138,0,1,85,72,219,198,306,140,93,194,502,227,441,194
139,0,1,81,69,225,199,306,143,91,191,508,226,443,195
140,0,1,77,64,231,201,307,144,97,194,513,227,444,197
141,0,1,73,61,237,202,309,146,105,197,517,227,446,199
