frame_idx,led_1_status,led_2_status,0_x,0_y,1_x,1_y,2_x,2_y,3_x,3_y,4_x,4_y,5_x,5_y
9,0,0,58,81,649,152,305,9,749,86,43,7,673,144
10,0,0,55,82,653,151,297,16,749,86,50,10,676,142
11,0,0,50,84,657,149,297,15,759,78,55,8,681,140
12,0,0,58,85,658,147,297,15,759,78,59,6,674,137
13,0,0,51,88,662,147,295,13,759,77,60,7,679,136
14,0,0,45,90,665,146,296,15,761,74,63,9,682,136
15,0,0,39,90,669,146,296,15,760,70,67,9,685,136
16,0,0,35,91,672,144,299,17,759,67,51,16,687,134
17,0,0,32,91,68,14,299,18,760,63,28,19,685,136
18,0,0,31,91,70,11,300,19,762,60,32,19,687,135
19,0,0,31,91,74,11,301,20,756,56,36,20,690,135
20,0,0,32,90,79,11,302,22,763,60,40,24,693,135
21,0,0,34,92,85,11,298,20,763,58,44,26,696,133
22,0,0,32,89,89,11,300,20,763,57,48,27,703,135
23,0,0,29,86,93,11,302,22,763,56,47,31,705,134
24,0,0,27,84,97,13,304,24,764,57,50,32,706,135
25,0,0,27,81,99,13,306,29,763,59,53,33,707,135
26,0,0,29,80,104,13,307,28,762,60,55,34,710,135
27,0,0,31,76,108,13,311,29,762,60,55,34,714,135
28,0,0,31,72,111,13,313,31,760,61,56,34,717,137
29,0,0,29,63,115,13,315,35,760,63,58,35,720,137
30,0,0,31,60,118,14,316,37,762,60,63,36,723,136
31,0,0,34,56,120,14,317,39,763,63,67,37,725,139
32,0,0,36,48,124,13,319,43,764,65,71,36,729,141
33,0,0,33,48,128,13,321,44,763,70,74,36,733,141
34,0,0,35,48,130,13,322,46,763,72,80,37,736,141
35,0,0,37,46,134,12,324,49,763,72,85,37,739,140
36,0,0,39,45,137,12,326,52,763,72,90,38,740,141
37,0,0,40,44,138,13,327,54,763,72,94,38,743,142
38,0,0,41,44,142,12,330,57,763,72,100,38,747,143
39,0,0,43,42,145,11,332,59,760,75,104,38,749,144
40,0,0,46,39,149,11,334,62,749,73,109,38,750,144
41,0,0,49,36,152,11,336,65,748,76,114,38,750,144
42,0,0,52,33,155,11,337,68,747,79,120,38,750,144
