frame_idx,led_1_status,led_2_status,0_x,0_y,1_x,1_y,2_x,2_y
10,0,0,76,224,31,164,438,1
11,0,0,77,222,34,172,445,1
12,0,0,79,221,38,178,442,1
13,0,0,81,220,41,183,438,0
14,0,0,82,220,44,191,434,0
15,0,0,82,219,42,183,429,0
16,0,0,76,222,42,183,426,1
17,0,0,78,223,42,183,421,2
18,0,0,80,222,44,183,417,3
19,0,0,82,222,48,182,413,2
20,0,0,86,223,50,180,410,2
21,0,0,89,224,53,180,408,2
22,0,0,92,224,57,181,406,1
23,0,0,94,224,61,182,403,0
24,0,0,96,223,65,184,400,0
25,0,0,97,222,68,189,396,0
26,0,0,100,224,74,191,394,1
27,0,0,101,224,79,194,392,2
28,0,0,103,223,83,196,388,3
29,0,0,104,223,86,198,384,3
30,0,0,106,224,89,200,380,3
31,0,0,108,223,89,200,378,4
32,0,0,108,223,91,201,375,3
33,0,0,108,223,93,202,371,4
34,0,0,107,219,90,200,367,3
35,0,0,110,220,94,200,362,3
36,0,0,113,220,95,201,360,4
37,0,0,119,219,97,202,357,3
38,0,0,122,219,99,204,353,3
39,0,0,125,220,96,204,349,4
40,0,0,128,219,98,205,346,5
41,0,0,129,218,99,205,343,4
42,0,0,130,221,100,206,338,4
43,0,0,132,222,102,207,334,3
44,0,0,135,223,104,208,332,3
45,0,0,137,223,105,209,331,4
46,0,0,141,223,106,210,329,4
47,0,0,144,224,106,210,327,4
48,0,0,158,225,112,214,324,4
49,0,0,161,225,114,214,320,5
50,0,1,161,225,114,214,320,5
51,0,1,161,225,114,214,320,5
52,0,1,161,225,114,214,320,5
53,0,1,161,225,114,214,320,5
54,0,1,161,225,114,214,320,5
55,0,1,161,225,114,214,320,5
56,0,1,304,218,265,215,147,8
57,0,1,294,220,254,212,147,8
58,0,1,294,220,254,212,159,7
59,0,1,295,217,254,212,159,7
60,0,1,295,216,254,214,159,6
61,0,1,295,216,254,214,159,6
62,0,1,295,216,254,214,159,6
63,0,1,295,216,254,214,159,6
64,0,1,295,216,254,214,159,6
65,0,1,295,216,254,214,159,6
66,0,1,295,216,254,214,159,6
67,0,1,295,216,254,214,159,6
68,0,1,295,216,254,214,159,6
69,0,1,295,216,254,214,159,6
70,0,1,295,216,254,214,159,6
71,0,1,295,216,254,214,159,6
72,0,1,295,216,254,214,159,6
73,0,1,295,216,254,214,159,6
74,0,1,295,216,254,214,159,6
75,0,1,295,216,254,214,159,6
76,0,1,295,216,254,214,159,6
77,0,1,295,216,254,214,159,6
78,0,1,295,216,254,214,159,6
79,0,1,295,216,254,214,159,6
80,0,1,295,216,254,214,159,6
81,0,1,295,216,254,214,159,6
82,0,1,295,216,254,214,159,6
83,0,1,295,216,254,214,159,6
84,0,1,295,216,254,214,159,6
85,0,1,295,216,254,214,159,6
86,0,1,299,216,259,214,155,6
87,0,1,302,215,265,215,150,5
88,0,1,306,218,268,213,144,5
89,0,1,309,218,269,211,141,5
90,0,1,312,219,272,211,138,5
91,0,1,313,219,277,211,134,5
92,0,1,315,221,278,212,130,4
93,0,1,318,221,280,210,128,4
94,0,1,320,221,283,211,128,4
95,0,1,321,218,284,211,128,4
96,0,1,322,218,284,210,128,4
97,0,1,323,218,285,209,127,3
98,0,1,325,218,287,209,136,3
99,0,1,328,218,288,208,135,3
100,0,1,332,218,290,208,137,3
101,0,1,333,217,293,206,139,2
102,0,1,339,220,295,206,331,209
103,0,1,342,220,294,205,314,210
104,0,1,345,221,297,205,317,210
105,0,1,348,221,109,31,305,206
106,0,1,353,221,107,37,309,206
107,0,1,355,221,112,38,313,206
108,0,1,359,220,110,44,317,207
109,0,1,362,220,107,49,320,208
110,0,1,364,219,104,56,322,208
111,0,1,367,220,101,62,326,209
112,0,1,367,217,97,68,328,207
113,0,1,370,216,94,74,329,207
114,0,1,378,213,90,80,335,208
115,0,1,382,213,86,86,339,209
116,0,1,384,212,83,92,341,209
117,0,1,389,211,79,97,343,209
118,0,1,392,210,72,103,348,209
119,0,1,396,208,68,109,349,209
120,0,1,400,209,64,115,350,208
121,0,1,403,210,59,122,350,208
122,0,1,407,209,57,128,351,208
123,0,1,410,209,53,131,355,207
124,0,1,413,210,48,137,359,208
125,0,1,417,210,43,143,364,207
126,0,1,420,211,38,148,369,207
127,0,1,424,212,32,154,374,206
128,0,1,428,211,27,160,377,206
129,0,1,432,212,21,166,378,206
130,0,1,436,212,18,173,378,206
131,0,1,439,212,16,175,378,206
132,0,1,444,214,15,174,380,206
133,0,1,448,215,12,179,384,206
134,0,1,451,217,13,182,388,207
135,0,1,455,218,10,189,393,207
136,0,1,457,219,14,195,400,206
137,0,1,460,219,16,199,403,206
138,0,1,462,219,17,205,407,206
139,0,1,462,218,18,209,411,207
140,0,1,464,216,18,213,414,207
141,0,1,464,216,18,213,416,207
142,0,1,462,215,18,213,418,209
143,0,1,463,214,19,206,421,209
144,0,1,465,212,19,206,423,209
145,0,1,468,211,19,206,426,209
146,0,1,477,207,19,207,430,210
147,0,1,480,206,22,201,431,210
148,0,1,482,205,23,205,431,210
149,0,1,485,203,23,206,431,210
150,0,1,489,200,28,204,431,210
151,0,1,493,197,24,206,431,210
152,0,1,496,195,20,207,431,210
153,0,1,499,194,18,207,431,210
154,0,1,503,192,16,205,431,210
155,0,1,508,190,16,202,431,210
156,0,1,513,188,14,200,430,210
157,0,1,517,185,12,197,429,208
158,0,1,521,183,11,195,429,207
159,0,1,525,182,13,194,429,207
160,0,1,530,180,9,190,431,205
161,0,1,535,177,12,187,432,204
162,0,1,539,175,14,182,432,203
163,0,1,542,174,16,176,431,202
164,0,1,547,172,24,154,431,202
165,0,1,551,171,32,151,432,201
166,0,1,556,169,40,147,433,199
167,0,1,562,168,46,142,433,197
168,0,1,567,166,52,137,432,195
169,0,1,572,165,53,142,433,193
170,0,1,577,163,61,138,435,190
171,0,1,581,162,65,135,436,188
172,0,1,586,160,72,131,437,188
173,0,1,591,159,78,127,439,187
174,0,1,597,157,86,123,441,186
175,0,1,601,156,94,119,441,186
176,0,1,607,154,102,116,442,187
177,0,1,611,153,109,112,442,187
178,0,1,615,151,116,110,442,187
179,0,1,620,149,125,106,442,187
180,0,1,624,148,133,103,442,187
181,0,1,629,148,141,100,442,185
182,0,1,635,146,149,96,442,185
183,0,1,639,145,156,94,443,185
184,0,1,644,142,164,91,441,186
185,0,1,649,141,171,87,443,185
186,0,1,654,140,179,85,447,187
187,0,1,659,138,187,81,450,188
188,0,1,665,135,195,78,454,189
189,0,1,669,133,202,75,458,190
190,0,1,673,131,209,70,464,190
191,0,1,678,129,216,68,468,190
192,0,1,683,127,222,66,474,189
193,0,1,688,125,228,63,480,188
194,0,1,693,121,237,60,484,186
195,0,1,699,118,243,58,485,186
196,0,1,705,116,250,54,484,187
197,0,1,709,113,257,52,485,187
198,0,1,714,110,263,49,487,186
199,0,1,719,108,269,45,492,186
200,0,1,724,106,276,42,496,185
201,0,1,727,104,282,38,503,183
202,0,1,731,102,287,36,511,184
203,0,1,735,100,293,34,522,183
204,0,1,738,98,298,32,530,183
205,0,1,740,97,303,30,536,183
206,0,1,740,97,310,29,544,182
207,0,1,740,97,318,27,553,182
208,0,1,740,97,324,25,564,183
209,0,1,739,97,330,23,572,183
210,0,1,739,93,336,21,581,184
211,0,1,738,90,342,18,590,184
212,0,1,737,86,348,17,599,185
213,0,1,739,83,355,15,608,185
214,0,1,739,78,360,12,615,185
215,0,1,739,74,366,11,624,185
216,0,1,741,72,371,10,633,184
217,0,1,741,68,377,8,640,184
218,0,1,742,64,381,8,648,185
219,0,1,744,60,387,9,656,184
220,0,1,745,54,390,8,665,185
221,0,1,746,52,390,8,674,185
222,0,1,747,47,390,8,682,185
223,0,1,748,43,390,8,688,185
224,0,1,748,39,391,7,696,185
225,0,1,748,35,391,8,704,185
226,0,1,748,31,390,9,712,185
227,0,1,748,29,394,9,717,186
228,0,1,748,29,400,8,718,185
229,0,1,748,29,404,7,718,185
230,0,1,749,28,409,6,715,185
231,0,1,750,28,418,4,710,187
232,0,1,752,27,421,4,709,183
233,0,1,752,27,421,5,706,179
234,0,1,754,27,421,5,702,173
235,0,1,753,30,421,5,698,167
236,0,1,748,35,421,5,689,160
237,0,1,744,36,422,5,683,158
238,0,1,741,37,423,5,677,155
239,0,1,740,37,425,7,667,149
240,0,1,740,37,432,13,661,144
241,0,1,740,37,435,15,658,143
242,0,1,740,37,438,20,654,141
243,0,1,739,37,439,25,650,139
244,0,1,734,33,441,28,649,140
245,0,1,727,27,444,33,649,141
246,0,1,724,26,446,36,651,142
247,0,1,723,22,448,39,649,142
248,0,1,722,18,449,41,646,142
249,0,1,722,17,452,42,641,141
250,0,1,723,16,454,44,633,139
251,0,1,723,16,457,47,625,136
252,0,1,725,14,458,46,619,131
253,0,1,725,14,461,48,611,126
254,0,1,725,14,465,51,604,120
255,0,1,722,15,468,53,596,114
256,0,1,717,12,471,54,589,109
257,0,1,714,10,473,55,582,103
258,0,1,710,7,476,58,574,97
259,0,1,708,5,479,61,572,93
260,0,1,708,5,479,62,572,89
261,0,1,557,75,479,62,576,92
262,0,1,559,71,479,62,576,91
263,0,1,560,66,479,62,574,88
264,0,1,559,61,479,62,573,83
265,0,1,560,57,479,62,572,78
266,0,1,571,67,479,62,705,26
267,0,1,569,58,479,62,696,29
268,0,1,569,49,479,62,696,29
269,0,1,569,42,479,62,696,29
270,0,1,568,34,480,63,697,31
271,0,1,568,27,483,67,700,40
272,0,1,568,23,486,72,702,49
273,0,1,568,23,490,77,703,58
274,0,1,567,23,494,79,704,65
275,0,1,567,23,496,81,705,73
276,0,1,567,23,500,84,708,84
277,0,1,566,21,502,88,707,102
278,0,1,567,20,507,91,707,113
279,0,1,566,22,511,94,706,126
280,0,1,563,22,515,98,706,130
281,0,1,556,19,520,102,708,145
282,0,1,550,18,524,104,710,159
283,0,1,545,17,528,108,712,175
284,0,1,539,14,534,111,713,190
285,0,1,535,16,539,114,715,200
286,0,1,528,15,543,116,715,203
287,0,1,521,14,546,120,716,203
288,0,1,515,18,544,121,562,128
289,0,1,511,23,549,123,568,131
290,0,1,504,28,552,125,571,133
291,0,1,496,34,555,126,575,135
292,0,1,483,40,559,127,578,134
293,0,1,476,46,561,129,586,136
294,0,1,467,51,570,130,754,206
295,0,1,458,57,574,129,753,206
296,0,1,449,61,580,129,748,200
297,0,1,439,65,584,129,751,199
298,0,1,429,68,590,128,748,198
299,0,1,419,71,597,128,746,198
300,0,1,409,74,601,127,745,200
301,0,1,399,78,606,127,743,201
302,0,1,390,81,610,128,743,202
303,0,1,382,84,617,128,741,211
304,0,1,374,87,621,127,735,211
305,0,1,365,90,626,128,720,218
306,0,1,355,93,633,129,713,221
307,0,1,345,96,639,130,705,222
308,0,1,336,99,644,130,695,223
309,0,1,326,101,649,130,686,221
310,0,1,317,103,655,131,686,217
311,0,1,308,106,660,131,680,220
312,0,1,298,108,665,131,671,220
313,0,1,288,110,670,133,659,219
314,0,1,278,111,676,133,649,218
315,0,1,273,112,681,134,638,217
316,0,1,263,112,686,136,633,216
317,0,1,255,112,692,138,625,218
318,0,1,246,111,697,139,618,218
319,0,1,236,110,703,140,611,219
320,0,1,225,109,711,140,604,220
321,0,1,214,108,717,140,605,219
322,0,1,204,106,724,142,600,219
323,0,1,195,105,731,143,594,218
324,0,1,187,101,736,143,589,211
325,0,1,177,98,739,144,584,211
326,0,1,163,94,739,144,577,208
327,0,1,154,90,739,144,570,205
328,0,1,145,86,738,144,554,204
329,0,1,137,81,740,143,546,206
330,0,1,128,77,739,143,538,203
331,0,1,120,71,738,141,531,203
332,0,1,112,66,735,140,522,204
333,0,1,105,62,737,135,515,204
334,0,1,99,57,736,131,510,206
335,0,1,92,53,736,125,502,209
336,0,1,85,48,738,119,495,212
337,0,1,79,43,738,109,487,213
338,0,1,73,39,739,105,479,215
339,0,1,67,35,741,101,476,215
340,0,1,61,33,745,97,470,213
341,0,1,57,33,744,93,465,213
342,0,1,56,33,741,94,459,212
343,0,1,56,33,739,89,449,212
344,0,1,57,34,734,86,442,212
345,0,1,58,37,731,83,434,212
346,0,1,56,44,725,79,427,212
347,0,1,54,48,717,69,421,212
348,0,1,52,51,711,64,416,211
349,0,1,51,54,706,58,412,210
350,0,1,51,54,701,52,404,207
351,0,1,54,51,695,46,399,207
352,0,1,54,51,689,39,394,205
353,0,1,54,51,684,32,388,204
354,0,1,54,51,677,26,382,205
355,0,1,54,51,673,20,377,204
356,0,1,54,51,669,17,371,204
357,0,1,55,51,665,12,366,204
358,0,1,56,51,663,11,359,203
359,0,1,56,51,660,11,352,202
360,0,1,56,51,651,8,347,200
361,0,1,57,51,645,10,342,199
362,0,1,57,50,638,12,336,198
363,0,1,61,52,632,15,331,196
364,0,1,65,54,625,16,324,194
365,0,1,67,56,616,17,316,192
366,0,1,69,58,610,18,313,190
367,0,1,71,59,602,18,307,189
368,0,1,72,59,593,19,303,187
369,0,1,72,59,585,19,296,186
370,0,1,72,59,577,20,292,185
371,0,1,72,59,569,21,286,185
372,0,1,74,60,561,20,281,185
373,0,1,74,60,554,20,275,184
374,0,1,74,60,548,19,269,185
375,0,1,74,60,544,19,263,185
376,0,1,74,60,539,18,256,186
377,0,1,74,60,534,18,248,186
378,0,1,74,60,529,16,241,186
379,0,1,74,60,523,15,235,187
380,0,1,74,60,516,14,227,188
381,0,1,74,60,510,14,221,188
382,0,1,74,60,503,13,215,188
383,0,1,74,60,495,12,208,189
384,0,1,74,60,490,11,201,190
385,0,1,75,59,483,11,194,191
386,0,1,77,58,477,11,187,193
387,0,1,78,59,470,10,180,193
388,0,1,81,61,463,10,172,194
389,0,1,83,63,457,10,167,195
390,0,1,84,65,451,8,160,197
391,0,1,85,68,445,8,155,198
392,0,1,86,71,441,8,148,199
393,0,1,87,74,437,8,143,200
394,0,1,87,74,434,8,137,202
