frame_idx,led_1_status,led_2_status,0_x,0_y,1_x,1_y,2_x,2_y,3_x,3_y,4_x,4_y,5_x,5_y
10,0,0,267,176,250,169,509,38,170,209,3,13,721,23
11,0,0,261,168,245,162,514,39,174,209,3,13,716,23
12,0,0,204,214,251,159,519,40,181,208,8,8,712,23
13,0,0,207,214,247,151,526,41,184,208,694,9,708,23
14,0,0,201,210,242,138,532,41,26,23,690,9,705,23
15,0,0,207,210,236,131,527,41,6,175,26,21,695,15
16,0,0,212,210,232,120,535,42,6,171,26,17,693,14
17,0,0,217,208,226,108,543,42,6,167,28,16,692,14
18,0,0,223,207,221,98,551,44,6,162,32,12,692,14
19,0,0,232,204,217,87,558,45,7,157,34,11,692,14
20,0,0,237,200,214,80,565,46,8,159,36,10,692,12
21,0,0,244,199,212,68,574,49,6,152,37,9,692,12
22,0,0,250,198,210,60,582,50,6,146,37,9,692,12
23,0,0,254,196,208,54,588,51,6,140,37,8,692,12
24,0,0,258,196,206,47,594,53,8,133,33,7,693,12
25,0,0,263,196,205,40,602,53,7,126,32,8,696,23
26,0,0,268,196,205,35,609,53,7,120,31,8,695,22
27,0,0,273,195,202,29,617,55,6,111,26,8,695,21
28,0,0,279,195,201,25,625,55,5,104,27,8,697,20
29,0,0,287,194,200,22,633,55,5,101,27,9,699,19
30,0,0,292,193,199,23,640,55,6,101,29,8,695,20
31,0,0,298,193,196,25,647,54,6,101,31,7,690,22
32,0,0,304,192,197,30,653,55,6,101,36,5,685,24
33,0,0,310,190,190,28,659,56,6,101,41,4,680,26
34,0,0,314,190,184,28,665,55,6,101,43,2,676,28
35,0,0,319,190,175,27,669,55,6,101,46,2,661,26
36,0,0,325,190,168,26,671,53,6,101,48,2,654,27
37,0,0,331,189,149,25,674,52,6,101,49,2,646,28
38,0,0,335,186,142,25,678,52,6,101,49,2,638,29
39,0,0,338,184,134,23,683,52,6,101,49,3,630,29
40,0,0,341,182,124,25,686,49,6,101,49,4,621,30
41,0,0,344,180,115,27,687,50,6,101,48,5,612,31
42,0,0,347,178,109,27,687,50,6,101,47,6,603,31
43,0,0,351,177,103,27,688,50,4,99,47,8,596,30
44,0,0,356,175,99,28,689,49,3,96,46,9,587,30
45,0,0,362,174,97,29,693,44,2,94,46,11,577,30
46,0,0,367,171,96,29,698,40,2,93,47,11,569,29
47,0,0,372,170,96,29,702,36,3,93,47,12,562,28
48,0,0,378,169,97,29,707,33,3,93,44,11,552,27
49,0,0,380,169,97,29,710,31,3,93,43,11,546,26
50,0,0,384,170,97,32,711,30,8,104,43,12,538,26
51,0,0,390,171,97,32,711,30,9,105,41,14,529,25
52,0,0,395,173,97,32,711,30,9,105,39,18,524,24
53,0,0,401,174,97,32,711,30,9,104,38,21,517,24
54,0,0,406,174,98,31,711,30,6,104,35,24,510,23
55,0,0,411,176,98,45,711,30,5,102,32,24,503,21
56,0,0,417,178,104,54,711,30,2,99,30,26,496,20
57,0,0,421,179,109,60,710,33,707,27,26,29,487,17
58,0,0,425,179,111,67,722,32,704,31,21,32,479,15
59,0,0,429,179,112,74,724,33,706,32,15,31,472,13
60,0,0,434,179,116,73,728,33,710,32,7,31,464,11
61,0,0,436,178,118,82,730,32,712,31,11,24,460,12
62,0,0,437,178,125,90,730,32,712,31,13,18,453,14
63,0,0,437,178,130,99,730,32,712,31,7,17,448,15
64,0,0,437,178,134,109,730,32,712,31,443,170,441,16
65,0,0,434,175,137,118,730,32,712,31,443,169,434,16
66,0,0,439,171,140,127,730,32,712,31,449,164,428,17
67,0,0,442,171,145,138,730,32,712,31,450,164,421,16
68,0,0,446,169,149,146,729,33,711,31,403,12,424,20
69,0,1,447,169,155,154,730,36,713,32,397,11,418,20
70,0,1,452,169,161,162,733,39,716,34,389,10,410,19
71,0,1,448,169,167,169,725,37,468,169,2,13,392,13
72,0,1,452,172,172,176,729,40,473,172,0,11,385,13
73,0,1,461,173,176,183,732,40,482,174,0,10,377,11
74,0,1,468,173,181,190,733,39,490,174,0,9,372,10
75,0,1,474,173,186,198,733,39,496,175,8,41,365,8
76,0,1,191,203,20,71,732,39,486,174,0,9,363,8
77,0,1,196,209,24,70,732,39,489,174,24,70,363,10
78,0,1,201,214,27,69,732,39,493,173,27,69,361,12
79,0,1,205,217,29,67,730,38,497,173,29,67,358,15
80,0,1,209,220,31,66,728,36,503,174,31,66,355,18
81,0,1,214,216,34,65,727,36,507,176,505,186,353,20
82,0,1,11,11,35,64,725,35,510,178,507,188,350,22
83,0,1,509,183,37,64,724,33,531,181,11,13,346,26
84,0,1,515,186,32,71,724,31,537,184,11,13,342,32
85,0,1,519,182,34,71,724,31,542,184,12,13,337,35
86,0,1,258,216,30,53,724,31,524,182,546,184,335,37
87,0,1,265,215,25,21,724,31,537,184,40,72,332,42
88,0,1,260,211,28,22,719,32,540,184,43,76,328,46
89,0,1,267,211,32,24,719,29,544,184,49,77,323,50
90,0,1,275,210,34,25,718,24,547,185,54,80,318,55
91,0,1,284,209,34,25,718,22,550,184,58,83,314,60
92,0,1,293,209,34,25,718,22,550,184,63,85,311,64
93,0,1,303,209,34,25,719,17,550,184,69,87,307,68
94,0,1,311,208,34,24,719,17,548,184,74,90,302,72
95,0,1,319,208,34,24,719,19,549,185,80,92,298,77
96,0,1,328,207,34,24,719,22,549,184,87,94,294,81
97,0,1,336,207,34,24,720,25,549,184,92,96,288,85
98,0,1,343,208,34,24,722,29,548,184,97,98,283,89
99,0,1,352,209,34,23,722,30,547,184,103,99,277,94
100,0,1,361,211,34,18,723,31,547,184,108,102,271,99
101,0,1,369,212,36,16,725,31,548,184,113,103,266,104
102,0,1,378,214,41,15,727,32,547,181,118,105,261,109
103,0,1,384,214,46,15,727,32,547,178,124,106,255,114
104,0,1,392,214,50,15,728,30,548,175,129,108,250,118
105,0,1,400,212,51,15,728,30,547,169,134,109,245,122
106,0,1,406,212,53,15,728,30,548,166,139,110,239,125
107,0,1,412,210,53,15,728,31,548,160,143,111,233,128
108,0,1,417,206,54,15,729,32,546,155,148,112,229,131
109,0,1,423,204,54,15,733,33,547,148,153,112,225,135
110,0,1,429,201,54,16,738,34,548,143,156,112,221,138
111,0,1,434,199,54,16,740,34,552,138,159,112,219,141
112,0,1,442,196,55,13,741,34,562,128,164,112,218,145
113,0,1,448,195,60,16,741,34,566,123,169,112,217,150
114,0,1,456,192,63,19,741,34,571,120,173,112,214,153
115,0,1,462,190,69,21,741,34,570,126,177,111,210,157
116,0,1,466,189,73,22,741,34,576,122,180,110,207,161
117,0,1,471,187,82,27,740,34,582,117,186,110,202,166
118,0,1,476,186,91,30,740,34,590,114,191,110,197,169
119,0,1,480,186,99,32,739,34,599,109,196,109,192,174
120,0,1,485,184,106,35,736,37,605,107,202,109,188,177
121,0,1,491,184,113,38,736,39,612,104,208,109,183,180
122,0,1,496,182,122,40,736,40,620,102,216,108,178,183
123,0,1,501,182,129,42,737,42,627,100,222,107,173,187
124,0,1,507,181,136,45,739,44,635,99,229,108,168,189
125,0,1,512,180,145,48,740,45,643,98,235,108,163,192
126,0,1,518,178,152,50,741,45,650,96,241,108,157,195
127,0,1,523,178,159,53,741,45,657,95,246,109,152,197
128,0,1,529,176,166,54,741,45,665,93,251,108,148,200
129,0,1,534,175,171,56,741,45,670,92,256,107,143,202
130,0,1,539,174,177,59,741,45,676,92,260,107,137,205
131,0,1,543,173,184,62,741,45,683,92,264,107,133,207
132,0,1,547,172,188,63,741,45,692,92,267,107,126,210
133,0,1,551,172,194,66,741,45,698,93,271,106,121,212
134,0,1,557,170,196,67,741,45,706,95,273,106,116,215
135,0,1,561,170,202,68,741,45,714,96,273,106,111,216
136,0,1,564,170,205,68,740,44,720,99,273,106,106,218
137,0,1,569,170,206,69,738,44,726,102,277,106,102,219
138,0,1,574,168,207,68,738,44,733,105,283,106,96,221
139,0,1,578,168,211,67,737,44,737,107,293,108,91,222
140,0,1,582,168,216,65,737,43,743,111,302,110,85,224
141,0,1,587,167,221,63,736,43,747,114,309,108,80,225
142,0,1,590,167,225,62,736,43,750,116,317,109,76,225
143,0,1,594,165,230,61,735,42,743,122,324,109,71,224
144,0,1,598,164,234,59,735,40,733,45,333,110,66,223
145,0,1,601,164,241,57,735,40,733,45,341,110,61,222
146,0,1,606,164,249,56,734,40,732,45,349,111,55,222
147,0,1,609,163,254,56,734,40,732,45,357,111,48,221
148,0,1,612,162,259,57,734,40,732,45,364,112,43,220
