frame_idx,led_1_status,led_2_status,0_x,0_y,1_x,1_y,2_x,2_y,3_x,3_y,4_x,4_y,5_x,5_y
14,0,0,297,103,276,99,269,146,251,148,499,223,641,25
15,0,0,300,103,280,99,261,148,242,149,504,220,641,25
16,0,0,307,103,287,99,255,148,236,150,512,218,641,25
17,0,0,312,104,292,99,247,152,229,153,517,216,642,35
18,0,0,319,104,299,99,241,154,222,156,523,215,641,40
19,0,0,325,104,305,99,235,154,216,157,529,213,639,44
20,0,0,332,105,311,100,228,159,210,161,534,211,637,48
21,0,0,338,106,318,101,224,159,204,162,540,208,637,52
22,0,0,344,105,323,102,218,160,200,164,546,205,637,57
23,0,0,350,106,330,102,212,163,193,166,552,202,636,61
24,0,0,355,106,334,102,207,165,187,168,559,199,636,67
25,0,0,360,106,339,103,202,166,183,169,565,196,635,71
26,0,0,365,109,344,105,199,167,179,170,571,192,636,76
27,0,0,369,110,348,105,194,169,175,173,577,189,636,81
28,0,1,373,109,352,105,186,172,168,176,583,186,637,83
29,0,1,375,109,354,105,181,174,162,179,589,182,637,84
30,0,1,379,110,358,105,178,176,160,182,596,178,637,83
31,0,1,381,110,360,105,176,177,157,183,601,175,637,83
32,0,1,385,110,364,105,175,179,157,184,608,173,637,82
33,0,1,388,111,367,105,176,179,157,184,615,170,637,82
34,0,1,389,111,368,105,176,179,157,184,621,168,637,82
35,0,1,389,110,368,105,176,179,157,184,628,165,637,81
36,0,1,389,110,368,105,173,180,155,185,633,162,637,81
37,0,1,389,110,368,105,167,182,149,187,639,160,637,81
38,0,1,389,110,368,105,162,181,144,186,644,158,637,81
39,0,1,389,110,368,105,157,182,139,186,654,154,637,81
40,0,1,389,110,368,105,153,183,135,186,661,153,637,81
41,0,1,389,110,368,105,148,183,130,186,669,154,637,81
42,0,1,389,110,369,105,142,184,125,188,678,152,637,81
43,0,1,389,110,368,105,137,185,120,189,684,152,637,81
44,0,1,389,110,369,105,131,186,113,191,692,152,637,81
45,0,1,389,110,369,105,125,188,108,193,700,150,637,81
46,0,1,389,110,369,105,121,189,103,193,706,151,637,81
47,0,1,389,110,369,104,116,190,99,194,711,150,637,80
48,0,1,389,110,368,104,110,192,93,196,715,148,637,81
49,0,1,389,110,368,104,103,194,86,198,719,147,637,81
50,0,1,389,110,368,104,99,196,81,199,724,147,637,80
51,0,1,389,110,368,104,94,196,76,200,730,146,637,80
52,0,1,389,110,368,104,89,198,71,202,732,146,637,80
53,0,1,378,107,289,212,86,199,68,203,733,145,636,80
54,0,1,378,107,290,209,79,199,62,203,732,144,636,80
55,0,1,378,107,291,207,75,199,57,203,731,144,636,80
56,0,1,378,107,295,195,69,201,52,203,731,144,636,80
57,0,1,520,231,378,107,296,191,55,204,730,144,636,80
58,0,1,525,230,378,107,296,188,50,205,729,144,636,80
59,0,1,530,232,378,107,296,185,43,208,729,144,636,80
60,0,1,537,232,378,107,295,183,38,209,729,144,636,80
61,0,1,544,231,378,107,295,180,33,210,729,144,636,80
62,0,1,548,231,378,107,293,174,27,210,729,144,636,80
63,0,1,551,232,379,107,290,169,20,211,729,144,636,80
64,0,1,557,232,379,107,289,163,16,212,729,144,636,80
65,0,1,564,232,379,107,287,156,21,211,729,144,636,80
66,0,1,568,232,381,107,284,149,16,212,729,145,636,80
67,0,1,574,232,386,109,282,144,11,211,729,145,636,80
68,0,1,580,232,390,109,277,138,7,213,729,145,636,80
69,0,1,587,232,396,109,274,133,3,212,729,145,636,79
70,0,1,594,232,391,108,411,112,269,129,729,145,636,79
71,0,1,603,233,397,108,417,112,265,124,729,145,636,79
72,0,1,609,233,403,108,423,112,262,118,729,145,636,80
73,0,1,614,233,407,108,427,112,256,113,729,145,636,80
74,0,1,619,233,411,107,431,111,250,108,729,145,636,80
75,0,1,626,233,413,107,433,112,245,102,729,145,636,80
76,0,1,633,233,413,108,433,112,239,97,729,145,636,80
77,0,1,641,233,413,108,433,112,235,94,730,145,636,80
78,0,1,649,233,412,108,433,112,232,91,729,145,634,93
79,0,1,652,233,412,107,432,112,229,94,729,145,625,105
80,0,1,656,233,412,107,432,111,224,91,729,145,623,107
81,0,1,661,233,411,107,432,111,220,87,729,145,625,106
82,0,1,667,233,411,107,431,111,214,84,729,145,626,109
83,0,1,667,233,411,107,431,111,214,84,729,145,626,109
84,0,1,667,233,411,107,431,111,214,84,729,145,626,109
85,0,1,667,233,411,107,431,111,214,84,729,145,626,109
86,0,1,632,96,411,107,431,111,191,71,730,145,627,117
87,0,1,632,98,411,107,431,111,184,69,730,146,627,119
88,0,1,633,101,411,107,431,111,176,64,730,146,628,122
89,0,1,634,102,411,107,431,111,169,62,731,146,629,123
90,0,1,634,102,411,107,431,111,165,58,732,146,629,123
91,0,1,634,102,411,107,431,111,159,56,732,146,629,123
92,0,1,634,102,411,107,431,111,152,55,731,146,629,123
93,0,1,634,102,411,107,431,111,144,51,731,146,629,123
94,0,1,634,101,411,107,431,111,137,49,731,146,629,122
95,0,1,634,101,411,107,431,111,131,46,733,146,629,122
96,0,1,634,100,410,106,430,110,124,44,733,146,629,121
97,0,1,634,100,410,106,430,110,116,44,732,146,630,121
98,0,1,634,99,410,106,430,110,109,41,732,146,629,120
99,0,1,634,99,410,106,430,110,101,40,733,146,630,120
100,0,1,634,99,410,106,430,110,95,38,735,146,630,120
101,0,1,634,99,410,106,430,110,89,37,740,145,629,120
102,0,1,634,99,410,106,430,110,84,38,744,146,629,120
103,0,1,634,99,410,106,430,110,75,37,746,144,629,120
104,0,1,634,99,410,106,430,110,68,35,752,143,629,120
105,0,1,634,99,410,106,430,110,59,34,756,143,629,120
106,0,1,634,99,410,106,430,110,50,31,761,143,629,119
107,0,1,634,99,410,106,430,110,44,31,762,144,629,119
108,0,1,634,99,410,106,430,110,37,31,764,144,629,119
109,0,1,634,99,410,106,430,110,32,33,764,145,629,119
110,0,1,634,99,410,106,430,110,25,37,764,145,629,119
111,0,1,634,99,410,106,430,110,19,38,764,145,629,119
112,0,1,635,99,410,106,430,110,16,40,764,145,629,119
113,0,1,635,98,410,106,430,110,14,38,764,145,629,119
114,0,1,635,98,410,106,430,110,13,33,764,145,630,119
115,0,1,635,98,410,106,430,110,10,28,764,145,630,119
116,0,1,635,98,410,106,430,110,7,24,767,142,629,119
117,0,1,635,98,410,106,430,110,7,21,769,138,629,118
118,0,1,635,98,410,106,430,110,7,20,772,134,629,118
119,0,1,635,98,410,106,430,110,7,20,772,134,629,118
120,0,1,635,98,410,106,430,110,7,20,772,134,629,118
121,0,1,635,98,410,106,430,110,7,20,772,134,629,118
122,0,1,635,98,410,106,430,110,7,20,772,134,629,118
123,0,1,635,98,410,106,430,110,7,20,772,134,629,118
124,0,1,635,98,410,106,430,110,7,20,772,134,629,118
125,0,1,635,98,410,106,430,110,7,20,772,134,629,118
126,0,1,635,98,410,106,430,110,7,20,772,134,629,118
127,0,1,635,98,410,106,430,110,7,20,772,134,629,118
128,0,1,635,98,410,106,430,110,7,20,772,134,629,118
129,0,1,635,98,410,106,430,110,7,20,772,134,629,118
130,0,1,635,98,410,106,430,110,7,20,772,134,629,118
131,0,1,635,98,410,106,430,110,7,20,772,134,629,118
132,0,1,635,98,410,106,430,110,7,20,772,134,629,118
133,0,1,42,8,410,106,430,109,20,21,607,142,594,160
134,0,1,42,8,410,106,430,110,21,21,603,148,589,165
135,0,1,44,6,410,106,430,110,23,19,597,151,584,168
136,0,1,47,4,410,106,430,110,27,17,593,155,580,173
137,0,1,52,2,410,106,430,110,32,14,590,159,577,177
138,0,1,54,0,410,106,430,109,37,11,588,163,574,181
139,0,1,57,0,410,106,430,109,42,8,583,166,570,184
140,0,1,60,0,410,106,430,109,44,8,580,170,567,188
141,0,1,68,1,410,106,430,109,45,9,577,172,563,190
142,0,1,68,1,410,106,430,109,45,9,577,172,563,190
143,0,1,68,1,410,106,430,109,45,9,577,172,563,190
144,0,1,68,1,410,106,430,109,45,9,577,172,563,190
145,0,1,68,1,410,106,430,109,45,9,577,172,563,190
146,0,1,68,1,410,106,430,109,45,9,577,172,563,190
147,0,1,68,1,410,106,430,109,45,9,577,172,563,190
148,0,1,68,1,410,106,430,109,45,9,577,172,563,190
149,0,1,68,1,410,106,430,109,45,9,577,172,563,190
